Category,Message
legitimate,How are you holding up?
legitimate,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please....
legitimate,Hope you are not scared!
legitimate,I cant pick the phone right now. Pls send a message
legitimate,I'm at home n ready...
phishing,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!
legitimate,What time do u get out?
legitimate,I am literally in bed and have been up for like  &lt;#&gt;  hours
legitimate,"Yes, my reg is  Ciao!"
legitimate,If You mean the website. Yes.
phishing,Win a Â£1000 cash prize or a prize worth Â£5000
phishing,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182"
legitimate,Lol or I could just starve and lose a pound by the end of the day.
legitimate,Yeah that's the impression I got
legitimate,Ok ok take care. I can understand.
legitimate,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
legitimate,"Ya ok, then had dinner?"
legitimate,I was slept that time.you there?
legitimate,dont make ne plans for nxt wknd coz she wants us to come down then ok
legitimate,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.
legitimate,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)"
legitimate,Noice. Text me when you're here
legitimate,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
phishing,Moby Pub Quiz.Win a Â£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP Â£1.50 008704050406 SP
phishing,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only Â£1.50/week. SavaMob - offers mobile!"
legitimate,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was"
legitimate,Hi dear we saw dear. We both are happy. Where you my battery is low
legitimate,How are you. Its been ages. How's abj
legitimate,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!
legitimate,Dont kick coco when he's down
legitimate,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit
phishing,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7"
phishing,TBS/PERSOLVO. been chasing us since Sept forÂ£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
legitimate,Hope youÂre not having too much fun without me!! see u tomorrow love jess x
legitimate,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
legitimate,I've reached home n i bathe liao... U can call me now...
phishing,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821
legitimate,Was the actual exam harder than NBME
legitimate,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
legitimate,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
phishing,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
legitimate,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
legitimate,Gam gone after outstanding innings.
legitimate,O i played smash bros  &lt;#&gt;  religiously.
legitimate,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
legitimate,Hurry home. Soup is DONE!
legitimate,No no. I will check all rooms befor activities
legitimate,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
legitimate,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
phishing,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
legitimate,Lemme know when you're here
phishing,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04
legitimate,He needs to stop going to bed and make with the fucking dealing
legitimate,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea"
phishing,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now
legitimate,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj"
legitimate,I remain unconvinced that this isn't an elaborate test of my willpower
legitimate,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng"
legitimate,how are you? I miss you!
legitimate,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy
legitimate,"Hey , is * rite u put Â»10 evey mnth is that all?"
legitimate,i am going to bed now prin
legitimate,I think just yourself â¦Thanks and see you tomo
legitimate,If u dun drive then how i go 2 sch.
legitimate,I not at home now lei...
phishing,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@Â£1.50rcvd
legitimate,Ok then i will come to ur home after half an hour
phishing,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
legitimate,Do u hav any frnd by name ashwini in ur college?
legitimate,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...
legitimate,K then 2marrow are you coming to class.
phishing,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
legitimate,Pls send me your address sir.
legitimate,I want to lick your pussy now...
legitimate,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
phishing,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
legitimate,"I'll see, but prolly yeah"
legitimate,Thought we could go out for dinner. I'll treat you! Seem ok?
legitimate,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?
legitimate,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
legitimate,What you doing?how are you?
legitimate,"Sure thing big man. i have hockey elections at 6, shouldnât go on longer than an hour though"
legitimate,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
legitimate,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)
legitimate,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well."
legitimate,Yunny... I'm goin to be late
legitimate,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later
legitimate,"Cool, want me to go to kappa or should I meet you outside mu"
legitimate,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
legitimate,May b approve panalam...but it should have more posts..
phishing,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
legitimate,"Sorry, I'll call later"
legitimate,I dont thnk its a wrong calling between us
legitimate,Me i'm not workin. Once i get job...
legitimate,And by when you're done I mean now
legitimate,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt..."
legitimate,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
phishing,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end
legitimate,Is it your yahoo boys that bring in the perf? Or legal.
legitimate,No need to say anything to me. I know i am an outsider
legitimate,have you ever had one foot before?
legitimate,Just got to  &lt;#&gt;
legitimate,"Good! No, donât need any receiptsâwell done! (â¦) Yes, please tell . Whatâs her number, i could ring her"
legitimate,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
legitimate,Leave it wif me lar... Ã wan to carry meh so heavy... Is da num 98321561 familiar to Ã¼?
legitimate,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
legitimate,Infact happy new year. How are you where are you when are we seeing
phishing,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)"
legitimate,That's a shame! Maybe cld meet for few hrs tomo?
legitimate,Lol I would but despite these cramps I like being a girl.
legitimate,I canÂt wait for cornwall. Hope tonight isnÂt too bad as well but itÂs rock night shite. Anyway iÂm going for a kip now have a good night. Speak to you soon.
legitimate,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
phishing,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
legitimate,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ..."
legitimate,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
legitimate,Ã comin to fetch us oredi...
legitimate,What's nannys address?
phishing,"URGENT!! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins"
legitimate,Haf u eaten? Wat time u wan me 2 come?
phishing,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery
legitimate,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order"
legitimate,This single single answers are we fighting? Plus i said am broke and you didnt reply
legitimate,It certainly puts things into perspective when something like this happens
legitimate,Now got tv 2 watch meh? U no work today?
legitimate,i felt so...not any conveying reason.. Ese he... What about me?
phishing,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
legitimate,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
legitimate,I told that am coming on wednesday.
legitimate,"Its ok, called mom instead have fun"
phishing,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply."
legitimate,Well if I'm that desperate I'll just call armand again
legitimate,Are you at work right now ?
phishing,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
legitimate,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic
legitimate,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
legitimate,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back
legitimate,"Sorry, I'll call later"
legitimate,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.
legitimate,And pls pls drink plenty plenty water
legitimate,How are you doing. How's the queen. Are you going for the royal wedding
legitimate,He's in lag. That's just the sad part but we keep in touch thanks to skype
legitimate,Ok lor then we go tog lor...
legitimate,Two teams waiting for some players
legitimate,Can Ã¼ send me a copy of da report?
legitimate,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
legitimate,"Ok da, i already planned. I wil pick you."
phishing,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or Â£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
legitimate,"Sorry, I'll call later in meeting"
legitimate,I just really need shit before tomorrow and I know you won't be awake before like 6
legitimate,I'm good. Have you registered to vote?
legitimate,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
legitimate,Dear got bus directly to calicut
legitimate,Mm umma ask vava also to come tell him can play later together
legitimate,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
legitimate,"Sorry, I'll call later"
legitimate,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning"
legitimate,&lt;#&gt;  w jetton ave if you forgot
legitimate,Ok i'm coming home now.
legitimate,Can not use foreign stamps in this country.
phishing,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
legitimate,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
phishing,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
phishing,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
phishing,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost Â£1.50. 2 cancel send STOP"
legitimate,I will come tomorrow di
legitimate,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford
legitimate,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*
legitimate,C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ã¼ not interested.
legitimate,How are you enjoying this semester? Take care brother.
phishing,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!
legitimate,"Get the door, I'm here"
legitimate,"Lets use it next week, princess :)"
legitimate,Or i go home first lar Ã¼ wait 4 me lor.. I put down my stuff first..
legitimate,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!
legitimate,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
legitimate,Oi when you gonna ring
phishing,Missed call alert. These numbers called but left no message. 07008009200
legitimate,I attended but nothing is there.
legitimate,Ard 530 like dat lor. We juz meet in mrt station then Ã¼ dun haf to come out.
legitimate,No dear i was sleeping :-P
legitimate,Er mw im filled tuth is aight
legitimate,Will be office around 4 pm. Now i am going hospital.
legitimate,Actually i'm waiting for 2 weeks when they start putting ad.
legitimate,Anything lor if they all go then i go lor...
legitimate,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?
legitimate,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
legitimate,Yo you around? A friend of mine's lookin to pick up later tonight
legitimate,Stupid auto correct on my phone
legitimate,Double eviction this week - Spiral and Michael and good riddance to them!
legitimate,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night...."
legitimate,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday."
legitimate,Buy one egg for me da..please:)
legitimate,Have you started in skye
legitimate,Have you bookedthe hut? And also your time off? How are you by the way?
legitimate,And several to you sir.
legitimate,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
legitimate,I'm at home. Please call
legitimate,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
legitimate,Now only i reached home. . . I am very tired now. . I will come tomorro
phishing,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
phishing,"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
legitimate,Life style garments account no please.
legitimate,Lol wtf random. Btw is that your lunch break
legitimate,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
legitimate,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
legitimate,Detroit. The home of snow. Enjoy it.
phishing,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
legitimate,Okie...
legitimate,"Aight, I'm chillin in a friend's room so text me when you're on the way"
legitimate,Is toshiba portege m100 gd?
legitimate,Well welp is sort of a semiobscure internet thing
phishing,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
phishing,"accordingly. I repeat, just text the word ok on your mobile phone and send"
legitimate,Loosu go to hospital. De dont let it careless.
legitimate,How much for an eighth?
legitimate,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
legitimate,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
legitimate,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...
legitimate,"How about clothes, jewelry, and trips?"
phishing,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just Â£5 by replying GET BBDELUXE and take the challenge
legitimate,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
phishing,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
legitimate,I am late. I will be there at
legitimate,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
legitimate,Are you plans with your family set in stone ?
legitimate,Pls dont forget to study
legitimate,You'll never believe this but i have actually got off at taunton. Wow
legitimate,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat..."
legitimate,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy
legitimate,&lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla
legitimate,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
legitimate,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
legitimate,Hey so whats the plan this sat?
legitimate,Beauty sleep can help ur pimples too.
legitimate,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
phishing,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
legitimate,Where to get those?
legitimate,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
legitimate,Ball is moving a lot.will spin in last :)so very difficult to bat:)
legitimate,Haiyoh... Maybe your hamster was jealous of million
legitimate,Can you please send me my aunty's number
legitimate,I'm glad. You are following your dreams.
legitimate,I've reached home finally...
phishing,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
phishing,WINNER!! As a valued network customer you have been selected to receivea Â£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
legitimate,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
legitimate,U can call now...
legitimate,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
legitimate,Yes. I come to nyc for audiitions and am trying to relocate.
legitimate,I pocked you up there before
legitimate,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
legitimate,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
legitimate,Hey mr whats the name of that bill brison book the one about language and words
legitimate,"Okay, good, no problem, and thanx!"
legitimate,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less."
legitimate,Call me when u're done...
legitimate,G.W.R
legitimate,You best watch what you say cause I get drunk as a motherfucker
phishing,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
phishing,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
phishing,Please CALL 08712402578 immediately as there is an urgent message waiting for you
phishing,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
phishing,"WELL DONE! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins"
legitimate,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
legitimate,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
legitimate,Are there TA jobs available? Let me know please cos i really need to start working
legitimate,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
legitimate,Yup i'm free...
legitimate,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
legitimate,Yo come over carlos will be here soon
legitimate,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
legitimate,I guess it is useless calling u 4 something important.
legitimate,Ha ha - had popped down to the loo when you hello-ed me. Hello!
legitimate,He dint tell anything. He is angry on me that why you told to abi.
phishing,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
legitimate,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
legitimate,I keep ten rs in my shelf:) buy two egg.
legitimate,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
legitimate,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
legitimate,Captain is in our room:)
legitimate,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
legitimate,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN
legitimate,S...i will take mokka players only:)
legitimate,Are you still playing with gautham?
legitimate,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish
legitimate,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
legitimate,Sorry . I will be able to get to you. See you in the morning.
legitimate,Aight well keep me informed
legitimate,I am not having her number sir
legitimate,Am only searching for good dual sim mobile pa.
legitimate,That seems unnecessarily hostile
legitimate,Dude got a haircut. Now its breezy up there
phishing,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
legitimate,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
legitimate,i thought we were doing a king of the hill thing there.
legitimate,Nope i'll come online now..
legitimate,ALSO TELL HIM I SAID HAPPY BIRTHDAY
legitimate,Y bishan lei... I tot Ã¼ say lavender?
legitimate,Boo what time u get out? U were supposed to take me shopping today. :(
legitimate,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
legitimate,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min"
legitimate,on a Tuesday night r u 4 real
legitimate,Yes when is the appt again?
legitimate,Just got outta class gonna go gym.
legitimate,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
legitimate,Ã all write or wat..
legitimate,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
legitimate,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
legitimate,Hi:)did you asked to waheeda fathima about leave?
legitimate,Enjoy urself tmr...
legitimate,You still around? I could use a half-8th
phishing,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
legitimate,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days
legitimate,Ã bot notes oredi... Cos i juz rem i got...
legitimate,Yes. Rent is very expensive so its the way we save.
legitimate,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
legitimate,Hows the pain dear?y r u smiling?
legitimate,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
phishing,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
legitimate,"Sorry, I can't help you on this."
legitimate,Great. So should i send you my account number.
legitimate,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
phishing,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
legitimate,Ã only send me the contents page...
legitimate,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!"
legitimate,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8"
legitimate,"I can't right this second, gotta hit people up first"
legitimate,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
legitimate,So what about you. What do you remember
legitimate,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
legitimate,Mm yes dear look how i am hugging you both. :-P
legitimate,I like dis sweater fr mango but no more my size already so irritating.
legitimate,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
legitimate,Anytime lor...
phishing,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
legitimate,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
phishing,"Ur balance is now Â£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
legitimate,Me fine..absolutly fine
legitimate,K and you're sure I don't have to have consent forms to do it :V
phishing,Ur TONEXS subscription has been renewed and you have been charged Â£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
phishing,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
legitimate,How much is torch in 9ja.
legitimate,"Doing nothing, then u not having dinner w us?"
legitimate,How are you. Just checking up on you
legitimate,Done it but internet connection v slow and canât send it. Will try again later or first thing tomo.
legitimate,Mathews or tait or edwards or anderson
legitimate,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
legitimate,No need lar i go engin? Cos my sis at arts today...
legitimate,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
